review_status,district,name,category,address,road_address,latitude,longitude,naver_link,blog_search_url,matched_queries,local_hit_count,comment_sort_hit_count,blog_result_count,recent_blog_count,distinct_blogger_count,latest_post_date,recommendation_score,recommendation_reason,possible_duplicate,reject_reason
pending,대덕구,맛집부추해물칼국수,"한식>칼국수,만두",대전광역시 대덕구 신탄진동 139-24,대전광역시 대덕구 신탄진로804번길 31,36.4495571,127.4315926,,https://search.naver.com/search.naver?where=blog&query=%EB%A7%9B%EC%A7%91%EB%B6%80%EC%B6%94%ED%95%B4%EB%AC%BC%EC%B9%BC%EA%B5%AD%EC%88%98+%EB%8C%80%EB%8D%95%EA%B5%AC,대덕구 칼국수 | 대덕구 해산물 | 신탄진 맛집 | 신탄진 칼국수 | 신탄진 한식 | 신탄진 해산물,9,4,95913,100,99,20260720,87,지역성: 칼국수; 최근 12개월 블로그 100건,,
pending,대덕구,교동면옥 대전중리점,한식>냉면,대전광역시 대덕구 중리동 230-1 1층 교동면옥 대전중리점,대전광역시 대덕구 한밭대로 1100 1층 교동면옥 대전중리점,36.3581939,127.4207980,https://www.instagram.com/kyodong_myeonok/,https://search.naver.com/search.naver?where=blog&query=%EA%B5%90%EB%8F%99%EB%A9%B4%EC%98%A5+%EB%8C%80%EC%A0%84%EC%A4%91%EB%A6%AC%EC%A0%90+%EA%B5%90%EB%8F%99,대덕구 국밥 | 대덕구 냉면 | 대덕구 맛집 | 대덕구 한식,7,3,2705,100,71,20260720,84,지역성: 대전; 최근 12개월 블로그 100건,,
pending,대덕구,우림칼국수 신탄진점,"음식점>한식>칼국수,만두",대전광역시 대덕구 신탄진동 155-15 우림칼국수 신탄진점,대전광역시 대덕구 신탄진동로 16-2 우림칼국수 신탄진점,36.4474104,127.4313714,,https://search.naver.com/search.naver?where=blog&query=%EC%9A%B0%EB%A6%BC%EC%B9%BC%EA%B5%AD%EC%88%98+%EC%8B%A0%ED%83%84%EC%A7%84%EC%A0%90+%EC%8B%A0%ED%83%84%EC%A7%84%EB%8F%99,대덕구 냉면 | 대덕구 칼국수 | 신탄진 냉면 | 신탄진 칼국수,5,4,264,100,100,20260718,84,지역성: 칼국수; 최근 12개월 블로그 100건,,
pending,대덕구,오문창순대국밥,"한식>순대,순댓국",대전광역시 대덕구 중리동 203-2,대전광역시 대덕구 한밭대로 1153,36.3592330,127.4265662,,https://search.naver.com/search.naver?where=blog&query=%EC%98%A4%EB%AC%B8%EC%B0%BD%EC%88%9C%EB%8C%80%EA%B5%AD%EB%B0%A5+%EB%8C%80%EB%8D%95%EA%B5%AC,대덕구 고기 | 대덕구 국밥 | 대덕구 맛집 | 대덕구 한식,7,4,2146,100,97,20260720,81,최근 12개월 블로그 100건,,
pending,대덕구,공주쌍신집칼국수 대청댐점,"한식>칼국수,만두",대전광역시 대덕구 미호동 90-2 1층,대전광역시 대덕구 대청로 572 1층,36.4700081,127.4722662,https://app.catchtable.co.kr/ct/shop/gongjussangsin,https://search.naver.com/search.naver?where=blog&query=%EA%B3%B5%EC%A3%BC%EC%8C%8D%EC%8B%A0%EC%A7%91%EC%B9%BC%EA%B5%AD%EC%88%98+%EB%8C%80%EC%B2%AD%EB%8C%90%EC%A0%90+%EB%8C%80%EB%8D%95%EA%B5%AC,대덕구 맛집 | 대덕구 칼국수 | 대덕구 한식,4,3,1031,100,92,20260720,79,지역성: 칼국수; 최근 12개월 블로그 100건,,
pending,대덕구,형제횟집,한식>생선회,대전광역시 대덕구 중리동 372-3 형제횟집,대전광역시 대덕구 중리로76번길 22 형제횟집,36.3657379,127.4263927,,https://search.naver.com/search.naver?where=blog&query=%ED%98%95%EC%A0%9C%ED%9A%9F%EC%A7%91+%EB%8C%80%EB%8D%95%EA%B5%AC,대덕구 맛집 | 대덕구 한식 | 대덕구 해산물,4,3,317,76,93,20260708,72,최근 12개월 블로그 76건,,
pending,대덕구,나래원,음식점>한식,대전광역시 대덕구 비래동 139-10,대전광역시 대덕구 비래동로16번길 13,36.3551858,127.4506385,,https://search.naver.com/search.naver?where=blog&query=%EB%82%98%EB%9E%98%EC%9B%90+%EB%B9%84%EB%9E%98%EB%8F%99,대덕구 삼계탕 | 비래동 한식,4,2,363,36,81,20260717,69,최근 12개월 블로그 36건,,
pending,대덕구,백마강참숯민물장어,"한식>장어,먹장어요리",대전광역시 대덕구 비래동 561-1,대전광역시 대덕구 동서대로 1752,36.3522510,127.4431438,,https://search.naver.com/search.naver?where=blog&query=%EB%B0%B1%EB%A7%88%EA%B0%95%EC%B0%B8%EC%88%AF%EB%AF%BC%EB%AC%BC%EC%9E%A5%EC%96%B4+%EB%8C%80%EB%8D%95%EA%B5%AC,비래동 맛집 | 비래동 한식,4,2,142,31,92,20260712,68,최근 12개월 블로그 31건,,
pending,대덕구,옥천순대매운족발,"한식>순대,순댓국",대전광역시 대덕구 송촌동 565-31,대전광역시 대덕구 송촌로 9,36.3564774,127.4438293,,https://search.naver.com/search.naver?where=blog&query=%EC%98%A5%EC%B2%9C%EC%88%9C%EB%8C%80%EB%A7%A4%EC%9A%B4%EC%A1%B1%EB%B0%9C+%EB%8C%80%EB%8D%95%EA%B5%AC,대덕구 고기 | 대덕구 국밥,3,2,1483,100,94,20260717,67,최근 12개월 블로그 100건,,
pending,대덕구,양평칼국수콩국수 본점,"음식점>한식>칼국수,만두",대전광역시 대덕구 중리동 166-10,대전광역시 대덕구 중리남로28번길 1,36.3611298,127.4285482,https://www.instagram.com/yangpyeong_kalguksu,https://search.naver.com/search.naver?where=blog&query=%EC%96%91%ED%8F%89%EC%B9%BC%EA%B5%AD%EC%88%98%EC%BD%A9%EA%B5%AD%EC%88%98+%EB%B3%B8%EC%A0%90+%EB%8C%80%EB%8D%95%EA%B5%AC,대덕구 칼국수,1,1,1224,100,96,20260720,66,"지역성: 본점, 칼국수; 최근 12개월 블로그 100건",,
pending,대덕구,양평칼국수,"한식>칼국수,만두",대전광역시 대덕구 덕암동 3-24,대전광역시 대덕구 덕암로265번길 105,36.4470823,127.4213175,,https://search.naver.com/search.naver?where=blog&query=%EC%96%91%ED%8F%89%EC%B9%BC%EA%B5%AD%EC%88%98+%EB%8C%80%EB%8D%95%EA%B5%AC,대덕구 칼국수 | 신탄진 칼국수 | 신탄진 한식,3,0,540,100,100,20260717,65,지역성: 칼국수; 최근 12개월 블로그 100건,,
pending,대덕구,만나숯불구이 중리동본점,"한식>육류,고기요리",대전광역시 대덕구 중리동 363-33 1층,대전광역시 대덕구 중리로75번길 20 1층,36.3658385,127.4239388,https://blog.naver.com/kong7249,https://search.naver.com/search.naver?where=blog&query=%EB%A7%8C%EB%82%98%EC%88%AF%EB%B6%88%EA%B5%AC%EC%9D%B4+%EC%A4%91%EB%A6%AC%EB%8F%99%EB%B3%B8%EC%A0%90+%EB%8C%80%EB%8D%95%EA%B5%AC,대덕구 노포,2,1,518,100,90,20260717,64,지역성: 본점; 최근 12개월 블로그 100건,,
pending,대덕구,성채숯불구이 신탄진,"한식>육류,고기요리",대전광역시 대덕구 신탄진동 121-1 1층,대전광역시 대덕구 대청로 8 1층,36.4511364,127.4294903,https://www.instagram.com/scbbq.sintan_official/,https://search.naver.com/search.naver?where=blog&query=%EC%84%B1%EC%B1%84%EC%88%AF%EB%B6%88%EA%B5%AC%EC%9D%B4+%EC%8B%A0%ED%83%84%EC%A7%84+%EB%8C%80%EB%8D%95%EA%B5%AC,대덕구 고기 | 신탄진 고기 | 신탄진 맛집 | 신탄진 한식,4,0,358,74,87,20260716,63,최근 12개월 블로그 74건,,
pending,대덕구,연탄구이,"한식>육류,고기요리",대전광역시 대덕구 오정동 445-14,대전광역시 대덕구 한남로88번길 6,36.3511412,127.4188553,,https://search.naver.com/search.naver?where=blog&query=%EC%97%B0%ED%83%84%EA%B5%AC%EC%9D%B4+%EB%8C%80%EB%8D%95%EA%B5%AC,대덕구 고기 | 대덕구 노포,3,1,724,100,97,20260717,63,최근 12개월 블로그 100건,,
pending,대덕구,원조설악추어탕삼계탕,음식점>한식,대전광역시 대덕구 덕암동 8-15 원조설악추어탕삼계탕,대전광역시 대덕구 덕암북로48번길 9 원조설악추어탕삼계탕,36.4452281,127.4223176,,https://search.naver.com/search.naver?where=blog&query=%EC%9B%90%EC%A1%B0%EC%84%A4%EC%95%85%EC%B6%94%EC%96%B4%ED%83%95%EC%82%BC%EA%B3%84%ED%83%95+%EB%8C%80%EB%8D%95%EA%B5%AC,대덕구 삼계탕 | 신탄진 삼계탕,2,2,1144,100,98,20260715,63,최근 12개월 블로그 100건,,
pending,대덕구,식당가 신탄진휴게소 서울방향,음식점>한식,대전광역시 대덕구 상서동 236-1,대전광역시 대덕구 산업단지로 27,36.4267910,127.4185547,,https://search.naver.com/search.naver?where=blog&query=%EC%8B%9D%EB%8B%B9%EA%B0%80+%EC%8B%A0%ED%83%84%EC%A7%84%ED%9C%B4%EA%B2%8C%EC%86%8C+%EC%84%9C%EC%9A%B8%EB%B0%A9%ED%96%A5+%EB%8C%80%EB%8D%95%EA%B5%AC,대덕구 국밥 | 신탄진 국밥,2,2,574,100,91,20260625,62,최근 12개월 블로그 100건,,
pending,대덕구,장수촌 중리점,"한식>백숙,삼계탕",대전광역시 대덕구 중리동 499-4,대전광역시 대덕구 송촌북로5번길 10-11,36.3632614,127.4362941,,https://search.naver.com/search.naver?where=blog&query=%EC%9E%A5%EC%88%98%EC%B4%8C+%EC%A4%91%EB%A6%AC%EC%A0%90+%EB%8C%80%EB%8D%95%EA%B5%AC,대덕구 삼계탕 | 대덕구 한식,3,1,236,58,98,20260714,62,최근 12개월 블로그 58건,,
pending,대덕구,신탄짬뽕 대전신탄진본점,중식>중식당,대전광역시 대덕구 신탄진동 121-25 1층,대전광역시 대덕구 신탄진동로7번길 74 1층,36.4508837,127.4295761,,https://search.naver.com/search.naver?where=blog&query=%EC%8B%A0%ED%83%84%EC%A7%AC%EB%BD%95+%EB%8C%80%EC%A0%84%EC%8B%A0%ED%83%84%EC%A7%84%EB%B3%B8%EC%A0%90+%EC%8B%A0%ED%83%84%EC%A7%84%EB%8F%99,신탄진 중식,1,0,391,100,55,20260717,61,"지역성: 본점, 대전; 최근 12개월 블로그 100건",,
pending,대덕구,왕실전골칼국수 선비마을점,"한식>칼국수,만두",대전광역시 대덕구 송촌동 482-1,대전광역시 대덕구 계족산로36번길 67,36.3622978,127.4388519,,https://search.naver.com/search.naver?where=blog&query=%EC%99%95%EC%8B%A4%EC%A0%84%EA%B3%A8%EC%B9%BC%EA%B5%AD%EC%88%98+%EC%84%A0%EB%B9%84%EB%A7%88%EC%9D%84%EC%A0%90+%EB%8C%80%EB%8D%95%EA%B5%AC,대덕구 두부두루치기,2,1,67,23,47,20260717,61,지역성: 칼국수; 최근 12개월 블로그 23건,,
pending,대덕구,샤브마니아 대전송촌점,음식점>일식>샤브샤브,대전광역시 대덕구 송촌동 447-4 1층 샤브마니아 송촌점,대전광역시 대덕구 계족산로81번길 92 1층 샤브마니아 송촌점,36.3665548,127.4373537,https://www.instagram.com/1sb.mania,https://search.naver.com/search.naver?where=blog&query=%EC%83%A4%EB%B8%8C%EB%A7%88%EB%8B%88%EC%95%84+%EB%8C%80%EC%A0%84%EC%86%A1%EC%B4%8C%EC%A0%90+%EB%8C%80%EB%8D%95%EA%B5%AC,대덕구 일식,1,1,492,100,94,20260720,60,지역성: 대전; 최근 12개월 블로그 100건,,
pending,대덕구,스텔라떡볶이 대전신탄진점,음식점>분식,대전광역시 대덕구 신탄진동 145-6 1층,대전광역시 대덕구 신탄진로 815 1층,36.4503660,127.4287573,https://www.stellapick.com/,https://search.naver.com/search.naver?where=blog&query=%EC%8A%A4%ED%85%94%EB%9D%BC%EB%96%A1%EB%B3%B6%EC%9D%B4+%EB%8C%80%EC%A0%84%EC%8B%A0%ED%83%84%EC%A7%84%EC%A0%90+%EB%8C%80%EB%8D%95%EA%B5%AC,대덕구 분식 | 신탄진 분식,2,0,346,100,89,20260720,60,지역성: 대전; 최근 12개월 블로그 100건,,
pending,대덕구,대청골순대국밥전문점,"한식>순대,순댓국",대전광역시 대덕구 신탄진동 121-6,대전광역시 대덕구 대청로 10,36.4512022,127.4297305,https://daecheonggol.creatorlink.net/,https://search.naver.com/search.naver?where=blog&query=%EB%8C%80%EC%B2%AD%EA%B3%A8%EC%88%9C%EB%8C%80%EA%B5%AD%EB%B0%A5%EC%A0%84%EB%AC%B8%EC%A0%90+%EB%8C%80%EB%8D%95%EA%B5%AC,신탄진 국밥,2,1,845,100,91,20260717,59,최근 12개월 블로그 100건,,
pending,대덕구,손의손 송촌점,"해물,생선요리>주꾸미요리",대전광역시 대덕구 송촌동 459-4 2층 201호,대전광역시 대덕구 계족산로81번길 64 2층 201호,36.3656895,127.4386347,https://손의손.com,https://search.naver.com/search.naver?where=blog&query=%EC%86%90%EC%9D%98%EC%86%90+%EC%86%A1%EC%B4%8C%EC%A0%90+%EB%8C%80%EB%8D%95%EA%B5%AC,대덕구 냉면 | 대덕구 해산물,2,2,60,57,59,20260716,59,최근 12개월 블로그 57건,,
pending,대덕구,얌샘김밥 신탄진점,음식점>분식,대전광역시 대덕구 신탄진동 143-16 1층,대전광역시 대덕구 신탄진로 802 1층,36.4491272,127.4294317,https://www.instagram.com/yumsem_official,https://search.naver.com/search.naver?where=blog&query=%EC%96%8C%EC%83%98%EA%B9%80%EB%B0%A5+%EC%8B%A0%ED%83%84%EC%A7%84%EC%A0%90+%EB%8C%80%EB%8D%95%EA%B5%AC,대덕구 분식 | 신탄진 분식,3,1,21,9,17,20260220,59,최근 12개월 블로그 9건,,
pending,대덕구,명가네보쌈칼국수,"한식>칼국수,만두",대전광역시 대덕구 비래동 138-1,대전광역시 대덕구 비래동로 30,36.3564539,127.4506700,,https://search.naver.com/search.naver?where=blog&query=%EB%AA%85%EA%B0%80%EB%84%A4%EB%B3%B4%EC%8C%88%EC%B9%BC%EA%B5%AD%EC%88%98+%EB%B9%84%EB%9E%98%EB%8F%99,비래동 한식,1,1,131,22,73,20260328,58,지역성: 칼국수; 최근 12개월 블로그 22건,,
pending,대덕구,영화반점,중식>중식당,대전광역시 대덕구 신탄진동 139-17,대전광역시 대덕구 신탄진동로23번길 46,36.4498285,127.4315430,,https://search.naver.com/search.naver?where=blog&query=%EC%98%81%ED%99%94%EB%B0%98%EC%A0%90+%EC%8B%A0%ED%83%84%EC%A7%84%EB%8F%99,대덕구 중식 | 신탄진 중식 | 신탄진 해산물,3,0,102,10,87,20260503,58,최근 12개월 블로그 10건,,
pending,대덕구,유가옥 설렁탕 본점,"한식>곰탕,설렁탕",대전광역시 대덕구 중리동 202-1,대전광역시 대덕구 한밭대로 1161,36.3593091,127.4274890,,https://search.naver.com/search.naver?where=blog&query=%EC%9C%A0%EA%B0%80%EC%98%A5+%EC%84%A4%EB%A0%81%ED%83%95+%EB%B3%B8%EC%A0%90+%EB%8C%80%EB%8D%95%EA%B5%AC,대덕구 냉면,1,1,110,54,75,20260717,58,지역성: 본점; 최근 12개월 블로그 54건,,
pending,대덕구,제주은희네해장국 대전신탄진점,한식>해장국,대전광역시 대덕구 상서동 396-3 나동 1층,대전광역시 대덕구 신탄진로 490 나동 1층,36.4231510,127.4198462,,https://search.naver.com/search.naver?where=blog&query=%EC%A0%9C%EC%A3%BC%EC%9D%80%ED%9D%AC%EB%84%A4%ED%95%B4%EC%9E%A5%EA%B5%AD+%EB%8C%80%EC%A0%84%EC%8B%A0%ED%83%84%EC%A7%84%EC%A0%90+%EB%82%98%EB%8F%99,신탄진 국밥,1,1,193,61,96,20260717,58,지역성: 대전; 최근 12개월 블로그 61건,,
pending,대덕구,짬뽕지존 신탄진점,음식점>중식당,"대전광역시 대덕구 상서동 282 1,2층","대전광역시 대덕구 신탄진로 578 1,2층",36.4302023,127.4222194,,https://search.naver.com/search.naver?where=blog&query=%EC%A7%AC%EB%BD%95%EC%A7%80%EC%A1%B4+%EC%8B%A0%ED%83%84%EC%A7%84%EC%A0%90+%EB%8C%80%EB%8D%95%EA%B5%AC,대덕구 중식 | 신탄진 중식,2,2,43,9,35,20260423,58,최근 12개월 블로그 9건,,
pending,대덕구,한밭신화수산,한식>생선회,대전광역시 대덕구 오정동 736,대전광역시 대덕구 대전천북로 350,36.3561877,127.4054721,,https://search.naver.com/search.naver?where=blog&query=%ED%95%9C%EB%B0%AD%EC%8B%A0%ED%99%94%EC%88%98%EC%82%B0+%EB%8C%80%EB%8D%95%EA%B5%AC,대덕구 해산물,2,1,402,100,91,20260717,58,최근 12개월 블로그 100건,,
pending,대덕구,김밥천국,음식점>분식,대전광역시 대덕구 석봉동 309-11 김밥천국,대전광역시 대덕구 대덕대로 1554 김밥천국,36.4490740,127.4205347,,https://search.naver.com/search.naver?where=blog&query=%EA%B9%80%EB%B0%A5%EC%B2%9C%EA%B5%AD+%EB%8C%80%EB%8D%95%EA%B5%AC,신탄진 분식,2,1,195,16,92,20260714,57,최근 12개월 블로그 16건,,
pending,대덕구,동죽칼국수,"한식>칼국수,만두",대전광역시 대덕구 목상동 148-6 동죽칼국수,대전광역시 대덕구 대덕대로1458번길 23 동죽칼국수,36.4482135,127.4114304,,https://search.naver.com/search.naver?where=blog&query=%EB%8F%99%EC%A3%BD%EC%B9%BC%EA%B5%AD%EC%88%98+%EB%8C%80%EB%8D%95%EA%B5%AC,신탄진 칼국수,1,0,464,96,94,20260719,57,지역성: 칼국수; 최근 12개월 블로그 96건,,
pending,대덕구,청년다방 대전송촌점,음식점>분식,대전광역시 대덕구 송촌동 449-6,대전광역시 대덕구 송촌북로36번길 11,36.3658130,127.4366851,http://www.youngdabang.com/,https://search.naver.com/search.naver?where=blog&query=%EC%B2%AD%EB%85%84%EB%8B%A4%EB%B0%A9+%EB%8C%80%EC%A0%84%EC%86%A1%EC%B4%8C%EC%A0%90+%EB%8C%80%EB%8D%95%EA%B5%AC,대덕구 분식,1,0,487,100,95,20260717,57,지역성: 대전; 최근 12개월 블로그 100건,,
pending,대덕구,홍굴이 부추손칼국수,"한식>칼국수,만두",대전광역시 대덕구 송촌동 503-7,대전광역시 대덕구 선비마을로5번길 3,36.3618774,127.4456674,,https://search.naver.com/search.naver?where=blog&query=%ED%99%8D%EA%B5%B4%EC%9D%B4+%EB%B6%80%EC%B6%94%EC%86%90%EC%B9%BC%EA%B5%AD%EC%88%98+%EB%8C%80%EB%8D%95%EA%B5%AC,대덕구 칼국수,1,0,560,100,93,20260720,57,지역성: 칼국수; 최근 12개월 블로그 100건,,
pending,대덕구,황금칼국수,"한식>칼국수,만두",대전광역시 대덕구 읍내동 327-3 황금칼국수,대전광역시 대덕구 대전로 1357 황금칼국수,36.3749451,127.4200318,https://www.instagram.com/hwang_geum_kalgugsu,https://search.naver.com/search.naver?where=blog&query=%ED%99%A9%EA%B8%88%EC%B9%BC%EA%B5%AD%EC%88%98+%EB%8C%80%EB%8D%95%EA%B5%AC,대덕구 두부두루치기,1,0,601,100,86,20260719,57,지역성: 칼국수; 최근 12개월 블로그 100건,,
pending,대덕구,일품돼지국밥 대전IC점,한식>국밥,대전광역시 대덕구 비래동 557-1 1층 일품돼지국밥 대전IC점,대전광역시 대덕구 동서대로 1770 1층 일품돼지국밥 대전IC점,36.3534877,127.4439993,,https://search.naver.com/search.naver?where=blog&query=%EC%9D%BC%ED%92%88%EB%8F%BC%EC%A7%80%EA%B5%AD%EB%B0%A5+%EB%8C%80%EC%A0%84IC%EC%A0%90+%EB%8C%80%EB%8D%95%EA%B5%AC,대덕구 국밥,1,0,284,100,80,20260717,56,지역성: 대전; 최근 12개월 블로그 100건,,
pending,대덕구,포대포소곱창구이,"한식>곱창,막창,양",대전광역시 대덕구 송촌동 548-20,대전광역시 대덕구 선비마을로 22,36.3628182,127.4471191,,https://search.naver.com/search.naver?where=blog&query=%ED%8F%AC%EB%8C%80%ED%8F%AC%EC%86%8C%EA%B3%B1%EC%B0%BD%EA%B5%AC%EC%9D%B4+%EB%8C%80%EB%8D%95%EA%B5%AC,대덕구 고기,1,1,1303,100,92,20260719,56,최근 12개월 블로그 100건,,
pending,대덕구,미카도스시 대전신탄진점,"음식점>일식>초밥,롤",대전광역시 대덕구 신탄진동 121-33 103호,대전광역시 대덕구 대청로 12 103호,36.4513058,127.4301465,http://mikadosushi.co.kr/,https://search.naver.com/search.naver?where=blog&query=%EB%AF%B8%EC%B9%B4%EB%8F%84%EC%8A%A4%EC%8B%9C+%EB%8C%80%EC%A0%84%EC%8B%A0%ED%83%84%EC%A7%84%EC%A0%90+%EB%8C%80%EB%8D%95%EA%B5%AC,신탄진 일식,1,0,116,65,43,20260717,55,지역성: 대전; 최근 12개월 블로그 65건,,
pending,대덕구,상하이양꼬치,중식>양꼬치,대전광역시 대덕구 송촌동 456-12,대전광역시 대덕구 송촌북로16번길 43,36.3646573,127.4387897,,https://search.naver.com/search.naver?where=blog&query=%EC%83%81%ED%95%98%EC%9D%B4%EC%96%91%EA%BC%AC%EC%B9%98+%EB%8C%80%EB%8D%95%EA%B5%AC,대덕구 중식,1,1,568,100,92,20260529,55,최근 12개월 블로그 100건,,
pending,대덕구,선양갈비,한식>돼지고기구이,대전광역시 대덕구 송촌동 473-3 1층,대전광역시 대덕구 송촌북로4번길 41-19 1층,36.3638400,127.4389688,https://www.instagram.com/sunyangpork,https://search.naver.com/search.naver?where=blog&query=%EC%84%A0%EC%96%91%EA%B0%88%EB%B9%84+%EB%8C%80%EB%8D%95%EA%B5%AC,대덕구 맛집 | 대덕구 한식,2,0,244,100,97,20260717,55,최근 12개월 블로그 100건,,
pending,대덕구,특벼리각벼리 양평해장국,한식>해장국,대전광역시 대덕구 신탄진동 156-1 1층,대전광역시 대덕구 신탄진동로 24 1층,36.4476815,127.4321837,,https://search.naver.com/search.naver?where=blog&query=%ED%8A%B9%EB%B2%BC%EB%A6%AC%EA%B0%81%EB%B2%BC%EB%A6%AC+%EC%96%91%ED%8F%89%ED%95%B4%EC%9E%A5%EA%B5%AD+%EC%8B%A0%ED%83%84%EC%A7%84%EB%8F%99,신탄진 삼계탕,2,1,37,27,32,20260327,55,최근 12개월 블로그 27건,,
pending,대덕구,더구,"한식>백숙,삼계탕",대전광역시 대덕구 목상동 867-3,대전광역시 대덕구 대덕대로1448번길 123,36.4427212,127.4117681,,https://search.naver.com/search.naver?where=blog&query=%EB%8D%94%EA%B5%AC+%EB%8C%80%EB%8D%95%EA%B5%AC,신탄진 삼계탕,1,0,74869,100,81,20260720,54,최근 12개월 블로그 100건,,
pending,대덕구,망골고개식당,"한식>칼국수,만두",대전광역시 대덕구 석봉동 309-23,대전광역시 대덕구 석봉로3번길 41,36.4488191,127.4212756,,https://search.naver.com/search.naver?where=blog&query=%EB%A7%9D%EA%B3%A8%EA%B3%A0%EA%B0%9C%EC%8B%9D%EB%8B%B9+%EB%8C%80%EB%8D%95%EA%B5%AC,신탄진 칼국수,1,0,85,8,64,20260620,54,지역성: 칼국수; 최근 12개월 블로그 8건,,
pending,대덕구,석봉튀김 떡볶이 신탄진점,분식>종합분식,대전광역시 대덕구 석봉동 188-19 101호,대전광역시 대덕구 석봉로37번길 18 101호,36.4481747,127.4260431,https://blog.naver.com/kichanbok,https://search.naver.com/search.naver?where=blog&query=%EC%84%9D%EB%B4%89%ED%8A%80%EA%B9%80+%EB%96%A1%EB%B3%B6%EC%9D%B4+%EC%8B%A0%ED%83%84%EC%A7%84%EC%A0%90+%EB%8C%80%EB%8D%95%EA%B5%AC,대덕구 분식 | 신탄진 분식,2,0,211,71,80,20260720,54,최근 12개월 블로그 71건,,
pending,대덕구,신탄면옥,한식>냉면,대전광역시 대덕구 덕암동 48-10,대전광역시 대덕구 덕암북로104번길 74,36.4396524,127.4266895,https://sintanmyounog.creatorlink.net/,https://search.naver.com/search.naver?where=blog&query=%EC%8B%A0%ED%83%84%EB%A9%B4%EC%98%A5+%EB%8C%80%EB%8D%95%EA%B5%AC,대덕구 냉면 | 신탄진 냉면,2,0,193,89,69,20260717,54,최근 12개월 블로그 89건,,
pending,대덕구,완미족발 송촌점,"음식점>한식>육류,고기요리>족발,보쌈",대전광역시 대덕구 송촌동 456-6 1층,대전광역시 대덕구 송촌북로20번길 38 1층,36.3647165,127.4385428,https://www.완미족발.kr/,https://search.naver.com/search.naver?where=blog&query=%EC%99%84%EB%AF%B8%EC%A1%B1%EB%B0%9C+%EC%86%A1%EC%B4%8C%EC%A0%90+%EB%8C%80%EB%8D%95%EA%B5%AC,대덕구 고기,1,1,221,17,96,20260704,54,최근 12개월 블로그 17건,,
pending,대덕구,왕손곱창,"한식>곱창,막창,양",대전광역시 대덕구 대화동 40-85 왕손곱창,대전광역시 대덕구 대화로 69 왕손곱창,36.3672861,127.4120853,,https://search.naver.com/search.naver?where=blog&query=%EC%99%95%EC%86%90%EA%B3%B1%EC%B0%BD+%EB%8C%80%EB%8D%95%EA%B5%AC,대덕구 국밥,1,1,439,70,99,20260719,54,최근 12개월 블로그 70건,,
pending,대덕구,이종구항아리짬뽕 오정점,중식>중식당,대전광역시 대덕구 오정동 67-25,대전광역시 대덕구 한밭대로1006번길 11,36.3576459,127.4107302,http://www.instagram.com/jjambbong777,https://search.naver.com/search.naver?where=blog&query=%EC%9D%B4%EC%A2%85%EA%B5%AC%ED%95%AD%EC%95%84%EB%A6%AC%EC%A7%AC%EB%BD%95+%EC%98%A4%EC%A0%95%EC%A0%90+%EB%8C%80%EB%8D%95%EA%B5%AC,대덕구 중식,1,1,226,35,99,20260707,54,최근 12개월 블로그 35건,,
pending,대덕구,중부회수산,"쇼핑,유통>수산물",대전광역시 대덕구 중리동 126-1,대전광역시 대덕구 계족로 544,36.3602200,127.4322781,,https://search.naver.com/search.naver?where=blog&query=%EC%A4%91%EB%B6%80%ED%9A%8C%EC%88%98%EC%82%B0+%EB%8C%80%EB%8D%95%EA%B5%AC,대덕구 해산물,1,1,454,100,96,20260719,54,최근 12개월 블로그 100건,,
pending,대덕구,청기와냉면 본점,한식>냉면,대전광역시 대덕구 상서동 279 . 1층,대전광역시 대덕구 신탄진로567번길 2 . 1층,36.4299095,127.4214310,,https://search.naver.com/search.naver?where=blog&query=%EC%B2%AD%EA%B8%B0%EC%99%80%EB%83%89%EB%A9%B4+%EB%B3%B8%EC%A0%90+%EB%8C%80%EB%8D%95%EA%B5%AC,신탄진 냉면,1,0,90,25,42,20260710,54,지역성: 본점; 최근 12개월 블로그 25건,,
pending,대덕구,해물가,"한식>해물,생선요리",대전광역시 대덕구 목상동 150-9 1층,대전광역시 대덕구 대덕대로1458번길 35 1층,36.4478701,127.4120515,,https://search.naver.com/search.naver?where=blog&query=%ED%95%B4%EB%AC%BC%EA%B0%80+%EB%8C%80%EB%8D%95%EA%B5%AC,대덕구 해산물 | 신탄진 해산물,2,0,110,44,95,20260716,54,최근 12개월 블로그 44건,,
pending,대덕구,다해활어시장식당,한식>생선회,대전광역시 대덕구 석봉동 322-1,대전광역시 대덕구 덕암북로 85 (석봉동),36.4440112,127.4267664,,https://search.naver.com/search.naver?where=blog&query=%EB%8B%A4%ED%95%B4%ED%99%9C%EC%96%B4%EC%8B%9C%EC%9E%A5%EC%8B%9D%EB%8B%B9+%EC%84%9D%EB%B4%89%EB%8F%99,신탄진 해산물,1,0,1111,100,86,20260717,53,최근 12개월 블로그 100건,,
pending,대덕구,불티나만두찐빵,분식>종합분식,대전광역시 대덕구 중리동 372-2,대전광역시 대덕구 중리로76번길 18,36.3657405,127.4262058,,https://search.naver.com/search.naver?where=blog&query=%EB%B6%88%ED%8B%B0%EB%82%98%EB%A7%8C%EB%91%90%EC%B0%90%EB%B9%B5+%EB%8C%80%EB%8D%95%EA%B5%AC,대덕구 분식,1,1,121,12,94,20260708,53,최근 12개월 블로그 12건,,
